trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.99, 'e': 0.99}",25,0,-88.31093998784303,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
2,False,"{'a': 0.99, 'e': 0.9801}",20,0,-60.4715793155425,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
3,False,"{'a': 0.99, 'e': 0.970299}",25,0,-127.98825158151513,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.99, 'e': 0.96059601}",20,0,-73.86405517807799,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
5,False,"{'a': 0.99, 'e': 0.9509900498999999}",25,0,-170.25478543021993,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
6,False,"{'a': 0.99, 'e': 0.941480149401}",25,0,-111.10212281007523,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.99, 'e': 0.9320653479069899}",20,0,-40.678124099210414,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
8,False,"{'a': 0.99, 'e': 0.9227446944279201}",35,0,-234.49046888249995,"{0: 22, 1: 1, 2: 7, 3: 1, 4: 4}",0
9,False,"{'a': 0.99, 'e': 0.9135172474836408}",20,0,-121.10162280832421,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
10,False,"{'a': 0.99, 'e': 0.9043820750088044}",25,0,-129.64018167039802,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
11,False,"{'a': 0.99, 'e': 0.8953382542587164}",20,0,-73.51323316569014,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
12,False,"{'a': 0.99, 'e': 0.8863848717161292}",30,0,-159.80962230269873,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
13,False,"{'a': 0.99, 'e': 0.8775210229989678}",25,0,-68.1600881769641,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.99, 'e': 0.8687458127689782}",20,0,-168.61616680398768,"{0: 8, 1: 4, 2: 4, 3: 2, 4: 2}",0
15,False,"{'a': 0.99, 'e': 0.8600583546412884}",20,0,-88.7392705648622,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
16,False,"{'a': 0.99, 'e': 0.8514577710948755}",25,0,-88.77211236134583,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
17,False,"{'a': 0.99, 'e': 0.8429431933839268}",25,0,-12.1405186146429,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
18,False,"{'a': 0.99, 'e': 0.8345137614500875}",35,0,-161.42970983238365,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 3}",0
19,False,"{'a': 0.99, 'e': 0.8261686238355866}",25,0,-177.84181787485434,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
20,False,"{'a': 0.99, 'e': 0.8179069375972308}",20,0,-92.29474397203516,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.99, 'e': 0.8097278682212584}",35,0,-140.0417049022113,"{0: 26, 1: 3, 2: 2, 3: 1, 4: 3}",0
22,False,"{'a': 0.99, 'e': 0.8016305895390459}",30,0,-221.6535132417552,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 5}",0
23,False,"{'a': 0.99, 'e': 0.7936142836436554}",20,0,-39.34868516784518,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
24,False,"{'a': 0.99, 'e': 0.7856781408072188}",20,0,-88.51962976284445,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
25,False,"{'a': 0.99, 'e': 0.7778213593991467}",25,0,-90.80472136312933,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
26,False,"{'a': 0.99, 'e': 0.7700431458051551}",20,0,-137.0641851114867,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
27,False,"{'a': 0.99, 'e': 0.7623427143471035}",25,0,-130.16648705144664,"{0: 18, 1: 1, 2: 1, 3: 3, 4: 2}",0
28,False,"{'a': 0.99, 'e': 0.7547192872036325}",25,0,-11.850216850084365,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
29,False,"{'a': 0.99, 'e': 0.7471720943315961}",20,0,-76.97379136891834,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
30,False,"{'a': 0.99, 'e': 0.7397003733882802}",30,20,-12.476672576652126,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
31,False,"{'a': 0.99, 'e': 0.7323033696543975}",25,0,-71.97574737266045,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
32,False,"{'a': 0.99, 'e': 0.7249803359578535}",25,0,-16.43525739305225,"{0: 19, 1: 5, 2: 0, 3: 1, 4: 0}",1
33,False,"{'a': 0.99, 'e': 0.7177305325982749}",20,2,-9.979905776086385,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
34,False,"{'a': 0.99, 'e': 0.7105532272722921}",20,0,-103.59115092877101,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.99, 'e': 0.7034476949995692}",25,0,-87.24590776454569,"{0: 16, 1: 6, 2: 1, 3: 1, 4: 1}",0
36,False,"{'a': 0.99, 'e': 0.6964132180495735}",20,0,-87.32938596711283,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
37,False,"{'a': 0.99, 'e': 0.6894490858690778}",20,0,-87.82675903724909,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
38,False,"{'a': 0.99, 'e': 0.682554595010387}",20,0,-194.50941490957635,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
39,False,"{'a': 0.99, 'e': 0.6757290490602831}",20,0,-93.79758355090763,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
40,False,"{'a': 0.99, 'e': 0.6689717585696803}",30,0,-157.09707911545976,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
41,False,"{'a': 0.99, 'e': 0.6622820409839835}",25,6,8.629438751099217,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.99, 'e': 0.6556592205741436}",20,0,-153.46402943881355,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
43,False,"{'a': 0.99, 'e': 0.6491026283684022}",35,0,-93.49164700838513,"{0: 25, 1: 3, 2: 4, 3: 2, 4: 1}",0
44,False,"{'a': 0.99, 'e': 0.6426116020847181}",25,0,-112.0508045376983,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
45,False,"{'a': 0.99, 'e': 0.6361854860638709}",25,0,-63.311930617417964,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
46,False,"{'a': 0.99, 'e': 0.6298236312032323}",30,0,-191.30817696153795,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
47,False,"{'a': 0.99, 'e': 0.6235253948912}",20,0,-96.90714088856441,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
48,False,"{'a': 0.99, 'e': 0.617290140942288}",20,0,-63.611030711864345,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
49,False,"{'a': 0.99, 'e': 0.611117239532865}",30,0,-87.2942138488139,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.99, 'e': 0.6050060671375364}",20,0,-57.81442528712162,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.99, 'e': 0.598956006466161}",20,0,-92.22051034703804,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
52,False,"{'a': 0.99, 'e': 0.5929664464014994}",30,2,-108.25246166106088,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 2}",1
53,False,"{'a': 0.99, 'e': 0.5870367819374844}",25,0,-39.49938325461584,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
54,False,"{'a': 0.99, 'e': 0.5811664141181095}",30,0,-112.69955286627152,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
55,False,"{'a': 0.99, 'e': 0.5753547499769285}",20,0,-78.46572201526067,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.99, 'e': 0.5696012024771592}",30,0,-96.99830800472205,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
57,False,"{'a': 0.99, 'e': 0.5639051904523875}",20,12,-40.36847246474291,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
58,False,"{'a': 0.99, 'e': 0.5582661385478637}",20,4,-26.459049197690216,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
59,False,"{'a': 0.99, 'e': 0.5526834771623851}",20,0,-72.58284729714525,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
60,False,"{'a': 0.99, 'e': 0.5471566423907612}",20,0,-109.92337300903397,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
61,False,"{'a': 0.99, 'e': 0.5416850759668536}",35,0,-172.84496708840618,"{0: 27, 1: 0, 2: 4, 3: 0, 4: 4}",0
62,False,"{'a': 0.99, 'e': 0.536268225207185}",20,0,14.208456075220978,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
63,False,"{'a': 0.99, 'e': 0.5309055429551132}",20,0,6.220081029225444,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.99, 'e': 0.525596487525562}",25,0,1.2739514074435636,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
65,False,"{'a': 0.99, 'e': 0.5203405226503064}",20,6,-6.449833846861141,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.99, 'e': 0.5151371174238033}",25,0,-210.9040367288382,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
67,False,"{'a': 0.99, 'e': 0.5099857462495653}",20,10,-44.050056986547546,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
68,False,"{'a': 0.99, 'e': 0.5048858887870696}",30,20,0.4795441991993268,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.99, 'e': 0.4998370298991989}",20,0,-72.16934183373888,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
70,False,"{'a': 0.99, 'e': 0.49483865960020695}",20,9,19.495434406862117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.99, 'e': 0.4898902730042049}",25,0,-89.67832702815693,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
72,False,"{'a': 0.99, 'e': 0.48499137027416284}",20,0,-83.95456411044043,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
73,False,"{'a': 0.99, 'e': 0.4801414565714212}",20,0,-60.52277438284369,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
74,False,"{'a': 0.99, 'e': 0.47534004200570695}",20,0,15.152562970886965,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
75,False,"{'a': 0.99, 'e': 0.4705866415856499}",20,0,-15.815234755235537,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
76,False,"{'a': 0.99, 'e': 0.46588077516979337}",20,0,-64.27712769486297,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.99, 'e': 0.46122196741809546}",30,0,-6.971187242533838,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
78,False,"{'a': 0.99, 'e': 0.4566097477439145}",20,6,-47.374949572179844,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
79,False,"{'a': 0.99, 'e': 0.45204365026647536}",25,0,-38.821097016660296,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
80,False,"{'a': 0.99, 'e': 0.4475232137638106}",25,12,9.504816766540456,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.99, 'e': 0.4430479816261725}",25,8,23.074369609216717,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.99, 'e': 0.43861750180991077}",20,0,0.7983873457251159,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.99, 'e': 0.43423132679181164}",30,0,-69.97006562490694,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
84,False,"{'a': 0.99, 'e': 0.4298890135238935}",20,14,0.16171204628547997,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.99, 'e': 0.4255901233886546}",25,0,-73.41105171154429,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
86,False,"{'a': 0.99, 'e': 0.421334222154768}",25,0,-68.1407974568806,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
87,False,"{'a': 0.99, 'e': 0.41712087993322033}",30,0,-41.458396104540185,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.99, 'e': 0.41294967113388814}",30,18,-23.02660509343122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
89,False,"{'a': 0.99, 'e': 0.40882017442254925}",20,0,-94.31653064968403,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
90,False,"{'a': 0.99, 'e': 0.4047319726783238}",30,12,-82.33814989605425,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
91,False,"{'a': 0.99, 'e': 0.40068465295154054}",20,4,-57.91152206983425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
92,False,"{'a': 0.99, 'e': 0.3966778064220251}",20,0,-5.504220787485706,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.99, 'e': 0.39271102835780486}",25,18,14.800282953187411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.99, 'e': 0.3887839180742268}",25,0,-69.28571532194766,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
95,False,"{'a': 0.99, 'e': 0.38489607889348454}",20,0,-66.02026146144777,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.99, 'e': 0.38104711810454966}",20,0,-106.96444325950841,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
97,False,"{'a': 0.99, 'e': 0.37723664692350417}",25,3,17.9429879383364,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.99, 'e': 0.37346428045426916}",35,0,-114.57343198454014,"{0: 29, 1: 0, 2: 2, 3: 1, 4: 3}",0
99,False,"{'a': 0.99, 'e': 0.36972963764972644}",25,0,-38.111620880186905,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
100,False,"{'a': 0.99, 'e': 0.3660323412732292}",20,8,-14.777653735359234,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.99, 'e': 0.3623720178604969}",20,0,-3.5583603283568186,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
102,False,"{'a': 0.99, 'e': 0.3587482976818919}",20,0,-57.97699281925372,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
103,False,"{'a': 0.99, 'e': 0.355160814705073}",25,0,-2.3899996939497985,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.99, 'e': 0.35160920655802225}",20,0,-92.01246892311298,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
105,False,"{'a': 0.99, 'e': 0.348093114492442}",30,7,-163.86033156192804,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 4}",1
106,False,"{'a': 0.99, 'e': 0.3446121833475176}",20,11,-25.30091811092541,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.99, 'e': 0.34116606151404244}",20,0,-54.84649140855804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
108,False,"{'a': 0.99, 'e': 0.337754400898902}",25,0,0.687591628430452,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
109,False,"{'a': 0.99, 'e': 0.334376856889913}",30,0,-97.38382953766408,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
110,False,"{'a': 0.99, 'e': 0.33103308832101386}",20,0,16.859022056663555,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
111,False,"{'a': 0.99, 'e': 0.3277227574378037}",20,7,11.473252912493798,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.99, 'e': 0.3244455298634257}",20,13,3.5746804665340144,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.99, 'e': 0.3212010745647914}",25,10,-21.575830758617627,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.99, 'e': 0.3179890638191435}",20,1,-3.7807594037203534,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.99, 'e': 0.31480917318095203}",20,9,-10.148668095728233,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.99, 'e': 0.3116610814491425}",20,0,-14.168053918614829,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
117,False,"{'a': 0.99, 'e': 0.30854447063465107}",30,16,10.918942541349653,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.99, 'e': 0.3054590259283046}",20,13,1.739151753645609,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.99, 'e': 0.30240443566902153}",25,8,10.643900242444754,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.99, 'e': 0.2993803913123313}",25,0,14.333031824593744,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.99, 'e': 0.296386587399208}",25,12,-36.42189106005459,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.99, 'e': 0.2934227215252159}",30,8,-24.6887929511987,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.99, 'e': 0.29048849430996376}",20,6,-17.16621748442574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.99, 'e': 0.2875836093668641}",25,0,25.084663048743042,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
125,False,"{'a': 0.99, 'e': 0.28470777327319546}",20,2,4.076593057795149,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
126,False,"{'a': 0.99, 'e': 0.2818606955404635}",35,0,38.37104409805104,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
127,False,"{'a': 0.99, 'e': 0.27904208858505886}",20,10,-5.261707218342213,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.99, 'e': 0.2762516676992083}",20,8,22.80403226897981,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.99, 'e': 0.2734891510222162}",35,10,38.32388197060649,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.99, 'e': 0.27075425951199406}",25,3,-9.49039479241988,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.99, 'e': 0.2680467169168741}",25,0,-36.26816202511264,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
132,False,"{'a': 0.99, 'e': 0.26536624974770534}",30,0,-29.115846439805896,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
133,False,"{'a': 0.99, 'e': 0.2627125872502283}",30,13,2.6697524067668903,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.99, 'e': 0.26008546137772603}",25,3,-12.15606512395016,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.99, 'e': 0.25748460676394874}",30,0,13.445387058573626,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.99, 'e': 0.2549097606963093}",20,6,13.628987659441378,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.99, 'e': 0.2523606630893462}",20,9,16.359426066635354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.99, 'e': 0.2498370564584527}",20,6,1.1527028830097887,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.99, 'e': 0.24733868589386818}",20,5,4.326448118335676,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.99, 'e': 0.24486529903492948}",30,13,14.929698855306349,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.99, 'e': 0.2424166460445802}",20,0,-52.14715791793521,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
142,False,"{'a': 0.99, 'e': 0.2399924795841344}",20,7,1.8420068261959792,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.99, 'e': 0.23759255478829303}",35,18,13.932384809342864,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.99, 'e': 0.23521662924041012}",20,7,-21.26859883383899,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.99, 'e': 0.232864462948006}",25,0,-7.913886468737706,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
146,False,"{'a': 0.99, 'e': 0.23053581831852593}",20,0,-38.26861069431057,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
147,False,"{'a': 0.99, 'e': 0.22823046013534068}",25,0,-43.36333404229734,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.99, 'e': 0.22594815553398728}",25,1,-23.37380804147156,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
149,False,"{'a': 0.99, 'e': 0.2236886739786474}",25,0,7.009285481104981,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
150,False,"{'a': 0.99, 'e': 0.22145178723886091}",25,0,39.729513164269875,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.99, 'e': 0.2192372693664723}",20,0,-8.8075202801169,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
152,False,"{'a': 0.99, 'e': 0.21704489667280757}",20,0,31.030397331477833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
153,False,"{'a': 0.99, 'e': 0.2148744477060795}",20,3,14.593184862007224,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.99, 'e': 0.2127257032290187}",20,0,-8.155477007397087,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
155,False,"{'a': 0.99, 'e': 0.21059844619672852}",20,2,5.1949436047484125,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.99, 'e': 0.20849246173476124}",20,6,15.582184899427583,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.99, 'e': 0.2064075371174136}",25,0,-30.96280112011596,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
158,False,"{'a': 0.99, 'e': 0.20434346174623946}",20,0,-35.95720323937425,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
159,False,"{'a': 0.99, 'e': 0.2023000271287771}",35,0,24.783452202285286,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
160,False,"{'a': 0.99, 'e': 0.20027702685748933}",20,0,-37.68771265970159,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
161,False,"{'a': 0.99, 'e': 0.19827425658891443}",25,0,-18.55505549571306,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
162,False,"{'a': 0.99, 'e': 0.19629151402302528}",25,14,18.880007767155973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.99, 'e': 0.19432859888279502}",20,16,6.456478814586506,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.99, 'e': 0.19238531289396707}",25,0,31.781250175666184,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.99, 'e': 0.1904614597650274}",25,16,3.171296858356551,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.99, 'e': 0.1885568451673771}",35,18,21.341988121317907,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.99, 'e': 0.18667127671570335}",30,15,16.652966143147943,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.99, 'e': 0.1848045639485463}",20,14,11.761228456182549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.99, 'e': 0.18295651830906084}",20,1,-21.957723601568354,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.99, 'e': 0.18112695312597024}",25,14,21.952802553877316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.99, 'e': 0.17931568359471053}",30,0,1.0170465752586049,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
172,False,"{'a': 0.99, 'e': 0.17752252675876343}",20,8,25.65652202615203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.99, 'e': 0.1757473014911758}",25,15,12.939962981515524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.99, 'e': 0.17398982847626404}",20,6,21.85430686737515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.99, 'e': 0.1722499301915014}",25,18,7.810224254846206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.99, 'e': 0.17052743088958636}",30,0,-60.809612923315385,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
177,False,"{'a': 0.99, 'e': 0.1688221565806905}",20,10,-20.381173531009512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.99, 'e': 0.1671339350148836}",25,11,23.650069668485024,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.99, 'e': 0.16546259566473476}",20,10,7.570626795894862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.99, 'e': 0.16380796970808742}",20,0,4.291777154957452,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.99, 'e': 0.16216989001100654}",25,8,18.299595102786764,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.99, 'e': 0.16054819111089647}",25,14,19.88867398781071,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.99, 'e': 0.1589427091997875}",20,14,10.215613153913598,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.99, 'e': 0.15735328210778962}",20,13,13.37036466236348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
