trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1054,False,"{'a': 0.01, 'e': 0.4399781014467565}",20,0,30.10785675314457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1055,False,"{'a': 0.01, 'e': 0.4309761673690971}",20,0,25.418588347918167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1056,False,"{'a': 0.01, 'e': 0.4219311360338464}",20,0,27.1448253204254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1057,False,"{'a': 0.01, 'e': 0.41284391193660047}",20,0,18.964237007958015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1058,False,"{'a': 0.01, 'e': 0.40371540379219634}",20,8,16.92798088093636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.01, 'e': 0.39454652444384136}",30,1,35.2170463600701,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.01, 'e': 0.3853381907718296}",20,0,24.353911265271822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1061,False,"{'a': 0.01, 'e': 0.3760913236018549}",30,0,30.720261449562003,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1062,False,"{'a': 0.01, 'e': 0.36680684761292665}",20,0,16.551522241228515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1063,False,"{'a': 0.01, 'e': 0.3574856912449101}",25,0,24.163026707906553,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1064,False,"{'a': 0.01, 'e': 0.3481287866056728}",30,4,30.937174850032278,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.01, 'e': 0.33873706937788134}",20,0,26.369792298462535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1066,False,"{'a': 0.01, 'e': 0.32931147872543204}",20,8,14.029257367273082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.01, 'e': 0.3198529571995355}",30,0,34.518403965625595,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1068,False,"{'a': 0.01, 'e': 0.3103624506444623}",25,0,24.005003825779486,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1069,False,"{'a': 0.01, 'e': 0.30084090810295905}",20,0,20.771280260457193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1070,False,"{'a': 0.01, 'e': 0.29128928172134383}",25,0,27.314224831290176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1071,False,"{'a': 0.01, 'e': 0.2817085266542984}",20,0,21.874053673483893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1072,False,"{'a': 0.01, 'e': 0.2720996009693438}",25,13,17.849380600732253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.01, 'e': 0.2624634655510413}",35,0,44.57612265743293,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1074,False,"{'a': 0.01, 'e': 0.2528010840049025}",20,15,9.027658723300393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.01, 'e': 0.24311342256103}",25,20,8.715348458428092,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.01, 'e': 0.23340144997749526}",20,0,22.894380884019697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1077,False,"{'a': 0.01, 'e': 0.22366613744346336}",25,2,-15.117192591004258,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1078,False,"{'a': 0.01, 'e': 0.21390845848207493}",30,0,34.72701045837124,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1079,False,"{'a': 0.01, 'e': 0.20412938885309304}",30,3,28.641313612882325,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.01, 'e': 0.1943299064553348}",20,0,18.153875211367904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1081,False,"{'a': 0.01, 'e': 0.18451099122887207}",30,20,-5.783266755057404,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1082,False,"{'a': 0.01, 'e': 0.17467362505704512}",30,0,38.137499283587275,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1083,False,"{'a': 0.01, 'e': 0.16481879166827335}",20,0,23.516512697873083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1084,False,"{'a': 0.01, 'e': 0.15494747653768326}",20,0,22.061361187280138,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1085,False,"{'a': 0.01, 'e': 0.1450606667885619}",20,8,20.317618967983808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.01, 'e': 0.13515935109364513}",20,0,26.41348149795512,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1087,False,"{'a': 0.01, 'e': 0.12524451957624966}",20,16,8.950536211799168,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.01, 'e': 0.11531716371126842}",30,0,38.03893607451627,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1089,False,"{'a': 0.01, 'e': 0.10537827622601337}",20,3,31.307768526390188,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.01, 'e': 0.09542885100095065}",25,13,19.174569869128593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.01, 'e': 0.08546988297031162}",25,0,32.38429782533351,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1092,False,"{'a': 0.01, 'e': 0.07550236802260023}",25,19,9.73285354274974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.01, 'e': 0.065527302901005}",20,7,22.088933032266716,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.01, 'e': 0.05554568510372558}",20,0,26.91944926667102,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.01, 'e': 0.045558512784221926}",30,0,28.786919927479556,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1096,False,"{'a': 0.01, 'e': 0.035566784651406926}",30,0,33.8714686618829,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1097,False,"{'a': 0.01, 'e': 0.025571499869765674}",20,0,23.398902480484903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1098,False,"{'a': 0.01, 'e': 0.015573657959446959}",20,10,10.283603376148871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.01, 'e': 0.005574258696310301}",30,0,33.96357869478888,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1100,False,"{'a': 0.01, 'e': 0.004425697988050785}",20,2,24.625581893991892,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.01, 'e': 0.014425212106301138}",20,8,17.9234858936694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.01, 'e': 0.02442328371536183}",20,0,19.45337731656715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1103,False,"{'a': 0.01, 'e': 0.03441891301640365}",25,20,8.82862193509293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.01, 'e': 0.04441110045482794}",20,0,22.516177956079854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1105,False,"{'a': 0.01, 'e': 0.054398846820214106}",20,12,10.046477078758398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.01, 'e': 0.06438115334625047}",20,0,21.910208682108244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1107,False,"{'a': 0.01, 'e': 0.07435702181060298}",30,0,29.659964128673614,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1108,False,"{'a': 0.01, 'e': 0.08432545463473841}",20,0,23.313119822128197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1109,False,"{'a': 0.01, 'e': 0.09428545498368135}",20,0,23.278209350380557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1110,False,"{'a': 0.01, 'e': 0.10423602686569687}",35,0,39.2757223937168,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1111,False,"{'a': 0.01, 'e': 0.1141761752318889}",20,0,19.721832373726652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1112,False,"{'a': 0.01, 'e': 0.12410490607570598}",30,0,35.706720155860644,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1113,False,"{'a': 0.01, 'e': 0.13402122653233414}",25,0,31.300015617617937,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1114,False,"{'a': 0.01, 'e': 0.14392414497799308}",25,0,32.97230887266847,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1115,False,"{'a': 0.01, 'e': 0.15381267112909058}",25,6,30.808695290091617,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.01, 'e': 0.16368581614125197}",20,12,11.481126079421653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.01, 'e': 0.17354259270820363}",25,14,16.0697587854053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.01, 'e': 0.18338201516050281}",25,0,24.157334802856308,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1119,False,"{'a': 0.01, 'e': 0.19320309956410378}",30,0,30.65670542965803,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1120,False,"{'a': 0.01, 'e': 0.20300486381875213}",20,0,19.38149432301419,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1121,False,"{'a': 0.01, 'e': 0.21278632775618703}",20,0,19.289360903400446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1122,False,"{'a': 0.01, 'e': 0.22254651323816765}",25,19,8.485748497776648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.01, 'e': 0.23228444425427927}",20,0,22.151032479391315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1124,False,"{'a': 0.01, 'e': 0.24199914701953518}",25,0,33.375830971493585,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1125,False,"{'a': 0.01, 'e': 0.2516896500717544}",30,0,31.962142440640147,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1126,False,"{'a': 0.01, 'e': 0.2613549843687072}",20,10,16.566196626737057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.01, 'e': 0.27099418338501813}",25,18,13.958732012765207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.01, 'e': 0.28060628320881836}",25,0,27.109699712110935,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1129,False,"{'a': 0.01, 'e': 0.29019032263813715}",20,0,23.059572293414472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1130,False,"{'a': 0.01, 'e': 0.2997453432770149}",30,0,35.20064506066611,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1131,False,"{'a': 0.01, 'e': 0.3092703896313519}",20,0,23.52835349843371,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1132,False,"{'a': 0.01, 'e': 0.31876450920445026}",20,0,15.101315706085702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1133,False,"{'a': 0.01, 'e': 0.32822675259226436}",20,0,21.35039326081037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1134,False,"{'a': 0.01, 'e': 0.3376561735783406}",20,0,21.37403285863751,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1135,False,"{'a': 0.01, 'e': 0.34705182922843825}",30,14,25.87525166534116,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.01, 'e': 0.35641277998482196}",25,0,29.447579824317753,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1137,False,"{'a': 0.01, 'e': 0.3657380897602185}",20,1,23.395760916786507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.01, 'e': 0.375026826031418}",20,6,18.5051327611438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.01, 'e': 0.3842780599325358}",20,0,19.619092320776264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1140,False,"{'a': 0.01, 'e': 0.3934908663478909}",20,13,11.473144412895007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.01, 'e': 0.40266432400451924}",35,0,37.017412454238055,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1142,False,"{'a': 0.01, 'e': 0.41179751556429955}",25,0,29.91200165144218,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1143,False,"{'a': 0.01, 'e': 0.42088952771568694}",25,0,25.58023649384277,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1144,False,"{'a': 0.01, 'e': 0.42993945126504285}",25,0,27.357045531919805,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1145,False,"{'a': 0.01, 'e': 0.4389463812275555}",20,16,7.617235496474559,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.01, 'e': 0.4479094169177313}",30,0,34.47348973654316,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1147,False,"{'a': 0.01, 'e': 0.45682766203947184}",20,0,24.23519390669721,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1148,False,"{'a': 0.01, 'e': 0.46570022477569695}",20,0,19.25429452958435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1149,False,"{'a': 0.01, 'e': 0.4745262178775267}",25,0,24.28822269536072,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1150,False,"{'a': 0.01, 'e': 0.4833047587530059}",30,0,29.686856534445358,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1151,False,"{'a': 0.01, 'e': 0.4920349695553624}",20,0,23.895639695211585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1152,False,"{'a': 0.01, 'e': 0.5007159772707912}",20,16,9.17753327234219,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.01, 'e': 0.5093469138057548}",20,0,27.40961951933768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1154,False,"{'a': 0.01, 'e': 0.5179269160737937}",30,0,31.59017482071981,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1155,False,"{'a': 0.01, 'e': 0.526455126081828}",20,0,18.18575459935634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1156,False,"{'a': 0.01, 'e': 0.5349306910159652}",20,0,24.552789627862165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1157,False,"{'a': 0.01, 'e': 0.5433527633267751}",20,0,19.196953700309276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1158,False,"{'a': 0.01, 'e': 0.5517205008140447}",20,0,21.053762837843404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1159,False,"{'a': 0.01, 'e': 0.5600330667109983}",20,7,18.121282668461106,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.01, 'e': 0.5682896297679736}",25,0,29.2393154834816,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1161,False,"{'a': 0.01, 'e': 0.5764893643355452}",30,3,28.620566981497653,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.01, 'e': 0.5846314504470909}",20,0,15.889157095043357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1163,False,"{'a': 0.01, 'e': 0.5927150739007817}",35,0,47.92601307953451,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1164,False,"{'a': 0.01, 'e': 0.60073942634101}",20,0,25.21312247244951,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1165,False,"{'a': 0.01, 'e': 0.6087037053392187}",25,0,26.899846105591212,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1166,False,"{'a': 0.01, 'e': 0.6166071144741448}",25,0,26.895112748892256,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1167,False,"{'a': 0.01, 'e': 0.6244488634114612}",25,0,29.358332554751076,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1168,False,"{'a': 0.01, 'e': 0.6322281679828087}",35,0,37.88750879396825,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1169,False,"{'a': 0.01, 'e': 0.639944250264213}",25,0,31.068526111169042,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1170,False,"{'a': 0.01, 'e': 0.6475963386538773}",20,0,21.20035977533173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1171,False,"{'a': 0.01, 'e': 0.6551836679493367}",25,0,31.39780630946766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1172,False,"{'a': 0.01, 'e': 0.6627054794239857}",20,1,23.74272336782394,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.01, 'e': 0.670161020902945}",20,0,28.04558752536574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1174,False,"{'a': 0.01, 'e': 0.6775495468382797}",30,0,30.645049174175945,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1175,False,"{'a': 0.01, 'e': 0.6848703183835534}",25,0,20.054542507073343,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.01, 'e': 0.6921226034677119}",30,0,35.645415771448526,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1177,False,"{'a': 0.01, 'e': 0.6993056768682908}",25,0,28.508162446746397,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1178,False,"{'a': 0.01, 'e': 0.7064188202839354}",30,0,31.414613612050047,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1179,False,"{'a': 0.01, 'e': 0.7134613224062335}",20,0,23.061931352375698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1180,False,"{'a': 0.01, 'e': 0.7204324789908387}",25,0,23.35187716990229,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1181,False,"{'a': 0.01, 'e': 0.7273315929279033}",25,0,21.777094812391947,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1182,False,"{'a': 0.01, 'e': 0.7341579743117826}",20,0,21.02409826866422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1183,False,"{'a': 0.01, 'e': 0.7409109405100271}",20,0,21.80726218689845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1184,False,"{'a': 0.01, 'e': 0.7475898162316443}",25,0,23.638452433432622,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1185,False,"{'a': 0.01, 'e': 0.7541939335946278}",20,0,24.206585940849084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1186,False,"{'a': 0.01, 'e': 0.7607226321927447}",20,0,21.872818147207177,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1187,False,"{'a': 0.01, 'e': 0.7671752591615769}",30,17,18.697556494777412,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.01, 'e': 0.7735511692438023}",20,16,6.809571810959775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.01, 'e': 0.7798497248537272}",20,0,27.633639799129167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1190,False,"{'a': 0.01, 'e': 0.7860702961410393}",20,0,22.205260007575223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1191,False,"{'a': 0.01, 'e': 0.7922122610537937}",20,0,24.976471924944622,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1192,False,"{'a': 0.01, 'e': 0.7982750054006175}",20,0,19.014030344768486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1193,False,"{'a': 0.01, 'e': 0.8042579229121282}",20,5,19.404318726993363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.01, 'e': 0.8101604153015602}",20,0,25.962916554447002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1195,False,"{'a': 0.01, 'e': 0.8159818923245946}",20,16,6.23078655558121,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.01, 'e': 0.8217217718383782}",25,9,19.43746244892411,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.01, 'e': 0.8273794798597438}",20,0,23.777816963155146,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1198,False,"{'a': 0.01, 'e': 0.8329544506226041}",20,0,27.227836465732135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1199,False,"{'a': 0.01, 'e': 0.8384461266345284}",20,8,17.32513824108649,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.01, 'e': 0.8438539587324921}",25,0,28.177252889662704,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1201,False,"{'a': 0.01, 'e': 0.8491774061377918}",25,0,29.876540242076523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1202,False,"{'a': 0.01, 'e': 0.8544159365101233}",20,0,16.320732528028074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1203,False,"{'a': 0.01, 'e': 0.8595690260008155}",20,0,21.874546403082668,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1204,False,"{'a': 0.01, 'e': 0.8646361593052119}",20,0,28.031483768365636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1205,False,"{'a': 0.01, 'e': 0.8696168297142055}",20,12,13.634421328078648,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.01, 'e': 0.874510539164906}",20,0,20.970837619895956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1207,False,"{'a': 0.01, 'e': 0.8793167982904463}",30,12,25.581083066859314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.01, 'e': 0.8840351264689191}",20,0,23.683916223345904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1209,False,"{'a': 0.01, 'e': 0.8886650518714385}",35,0,30.59536396519578,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1210,False,"{'a': 0.01, 'e': 0.8932061115093225}",20,0,23.068115907058313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.01, 'e': 0.8976578512803915}",35,0,43.80096796180456,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1212,False,"{'a': 0.01, 'e': 0.902019826014379}",25,0,27.899996214823602,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1213,False,"{'a': 0.01, 'e': 0.906291599517445}",25,9,25.582862772916858,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.01, 'e': 0.9104727446157997}",25,0,25.901332921792303,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1215,False,"{'a': 0.01, 'e': 0.9145628431984176}",20,0,22.984569724785715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1216,False,"{'a': 0.01, 'e': 0.9185614862588488}",20,0,17.707128911265013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1217,False,"{'a': 0.01, 'e': 0.9224682739361195}",20,0,20.210868361813247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1218,False,"{'a': 0.01, 'e': 0.9262828155547176}",25,12,18.38444114062984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.01, 'e': 0.9300047296636599}",25,0,23.048733112570776,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1220,False,"{'a': 0.01, 'e': 0.9336336440746379}",25,14,13.433495154817098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.01, 'e': 0.9371691958992333}",20,7,18.66161725335556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.01, 'e': 0.9406110315852104}",25,9,25.325914068783632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.01, 'e': 0.943958806951869}",25,0,29.81335817260757,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1224,False,"{'a': 0.01, 'e': 0.947212187224462}",30,0,31.913854732192814,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1225,False,"{'a': 0.01, 'e': 0.9503708470676735}",25,0,24.084021255824783,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1226,False,"{'a': 0.01, 'e': 0.9534344706181513}",20,0,20.060394423935968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1227,False,"{'a': 0.01, 'e': 0.9564027515160933}",25,0,28.83400066727164,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1228,False,"{'a': 0.01, 'e': 0.9592753929358839}",20,0,19.859802104683492,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1229,False,"{'a': 0.01, 'e': 0.962052107615774}",20,16,5.647225981010594,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.01, 'e': 0.9647326178866098}",25,14,20.45950579285162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.01, 'e': 0.9673166556995981}",25,20,7.911603329638629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.01, 'e': 0.9698039626531111}",20,0,29.425021056779823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.01, 'e': 0.9721942900185259}",30,0,36.621732762755904,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1234,False,"{'a': 0.01, 'e': 0.9744873987650982}",20,12,12.462418560078689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.01, 'e': 0.976683059583864}",20,0,21.834181477733047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1236,False,"{'a': 0.01, 'e': 0.9787810529105713}",20,0,25.83086121794109,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
